,ID,Type,Symbolic Problem,Symbolic Equation,Variables,Numbers,Prompt
494,chal-495,Subtraction,Zachary did <1> push-ups and <2> crunches in gym class today. David did <3> more push-ups but <4> less crunches than zachary. How many crunches did David do?,( <2> - <4> ),"['<1>', '<2>', '<3>', '<4>']","['44', '17', '29', '13']",Zachary did 44 push-ups and 17 crunches in gym class today. David did 29 more push-ups but 13 less crunches than zachary. How many crunches did David do?
495,chal-496,Subtraction,Paul had <1> pens and <2> books. After selling some books and pens in a garage sale he had <3> books and <4> pens left. How many pens did he sell in the garage sale?,( <1> - <4> ),"['<1>', '<2>', '<3>', '<4>']","['42', '143', '113', '19']",Paul had 42 pens and 143 books. After selling some books and pens in a garage sale he had 113 books and 19 pens left. How many pens did he sell in the garage sale?
496,chal-497,Subtraction,Danny collects bottle caps and wrappers. He found <1> bottle caps and <2> wrappers at the park. Now he has <3> bottle caps and <4> wrappers in his collection. How many more bottle caps than wrappers does danny have now?,( <3> - <4> ),"['<1>', '<2>', '<3>', '<4>']","['71', '24', '28', '16']",Danny collects bottle caps and wrappers. He found 71 bottle caps and 24 wrappers at the park. Now he has 28 bottle caps and 16 wrappers in his collection. How many more bottle caps than wrappers does danny have now?
497,chal-498,Subtraction,Dan has $ <1>. He bought <2> candy bar for $ <3> each one costing the same amount of money. How much money is left?,( <1> - <3> ),"['<1>', '<2>', '<3>']","['4', '99', '3']",Dan has $ 4. He bought 99 candy bar for $ 3 each one costing the same amount of money. How much money is left?
498,chal-499,Subtraction,<1> children were riding on the bus. At the bus stop <2> children got off the bus while some more got on the bus. Then there were <3> children altogether on the bus. How many more children got on the bus than those that got off?,( <3> - <1> ),"['<1>', '<2>', '<3>']","['5', '63', '14']",5 children were riding on the bus. At the bus stop 63 children got off the bus while some more got on the bus. Then there were 14 children altogether on the bus. How many more children got on the bus than those that got off?
499,chal-500,Common-Division,Debby bought <1> soda bottles and <2> water bottles when they were on sale. If she drank <3> water bottles and <4> soda bottles a day How many days would the water bottles last?,( <2> / <3> ),"['<1>', '<2>', '<3>', '<4>']","['95', '180', '15', '54']",Debby bought 95 soda bottles and 180 water bottles when they were on sale. If she drank 15 water bottles and 54 soda bottles a day how many days would the water bottles last?
500,chal-501,Subtraction,Mary is baking a cake. The recipe calls for <1> cups of sugar and <2> cups of flour. She already put in some cups of flour. If she still needs <3> more cups of flour than sugar How many cups of flour did she put in?,( ( <2> - <1> ) - <3> ),"['<1>', '<2>', '<3>']","['3', '10', '5']",Mary is baking a cake. The recipe calls for 3 cups of sugar and 10 cups of flour. She already put in some cups of flour. If she still needs 5 more cups of flour than sugar how many cups of flour did she put in?
501,chal-502,Multiplication,Faye had <1> packs of pencils each one having <2> pencils. She was placing her pencils into rows with 2 pencils in each row. How many rows could she make?,( <1> * ( <2> / <3> ) ),"['<1>', '<2>', '<3>']","['35', '4', '2']",Faye had 35 packs of pencils each one having 4 pencils. She was placing her pencils into rows with 2 pencils in each row. How many rows could she make?
502,chal-503,Multiplication,Each Ferris wheel in paradise park has <1> seats. Each seat in a Ferris wheel can hold <2> people. How many people can ride <3> Ferris wheels at the same time?,( ( <1> * <2> ) * <3> ),"['<1>', '<2>', '<3>']","['19', '15', '20']",Each Ferris wheel in paradise park has 19 seats. Each seat in a Ferris wheel can hold 15 people. How many people can ride 20 Ferris wheels at the same time?
503,chal-504,Subtraction,Bobby had <1> pieces of candy. He ate <2> pieces of candy. How many pieces of candy does he still have left?,( <1> - <2> ),"['<1>', '<2>']","['19', '2']",Bobby had 19 pieces of candy. He ate 2 pieces of candy. How many pieces of candy does he still have left?
504,chal-505,Addition,Bobby had <1> pieces of candy. He ate <2> pieces of candy. Then he ate <3> more. How many pieces of candy did Bobby eat?,( <2> + <3> ),"['<1>', '<2>', '<3>']","['20', '34', '18']",Bobby had 20 pieces of candy. He ate 34 pieces of candy. Then he ate 18 more. How many pieces of candy did Bobby eat?
505,chal-506,Subtraction,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that <1> visitors came to the Buckingham palace that day. If there were <2> visitors the previous day and <3> visitors the day before that How many more visitors visited the Buckingham palace on that day than on the previous <4> days?",( <1> - ( <2> + <3> ) ),"['<1>', '<2>', '<3>', '<4>']","['705', '191', '457', '245']","After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 705 visitors came to the Buckingham palace that day. If there were 191 visitors the previous day and 457 visitors the day before that how many more visitors visited the Buckingham palace on that day than on the previous 245 days?"
506,chal-507,Subtraction,Paul had <1> books and <2> pens. After selling some books and pens in a garage sale he had <3> books and <4> pens left. How many books did he sell in the garage sale?,( <1> - <3> ),"['<1>', '<2>', '<3>', '<4>']","['108', '55', '66', '59']",Paul had 108 books and 55 pens. After selling some books and pens in a garage sale he had 66 books and 59 pens left. How many books did he sell in the garage sale?
507,chal-508,Subtraction,Marco and his dad went strawberry picking. Marco's dad's strawberries weighed <1> pounds. If together their strawberries weighed <2> pounds. How much did Marco's strawberries weigh?,( <2> - <1> ),"['<1>', '<2>']","['11', '30']",Marco and his dad went strawberry picking. Marco's dad's strawberries weighed 11 pounds. If together their strawberries weighed 30 pounds. How much did Marco's strawberries weigh?
508,chal-509,Addition,"Julia played tag with <1> kids on monday, <2> kids on tuesday and <3> kids on wednesday. How many kids did she play with on monday and wednesday?",( <1> + <3> ),"['<1>', '<2>', '<3>']","['5', '9', '15']","Julia played tag with 5 kids on monday, 9 kids on tuesday and 15 kids on wednesday. How many kids did she play with on monday and wednesday?"
509,chal-510,Subtraction,Marco and his dad went strawberry picking. Marco's strawberries weighed <1> pounds. If together their strawberries weighed <2> pounds. How much did his dad's strawberries weigh?,( <2> - <1> ),"['<1>', '<2>']","['15', '37']",Marco and his dad went strawberry picking. Marco's strawberries weighed 15 pounds. If together their strawberries weighed 37 pounds. How much did his dad's strawberries weigh?
510,chal-511,Common-Division,Shirley sold <1> boxes of trefoils. How many boxes are in each case if she needs to deliver <2> cases of boxes?,( <1> / <2> ),"['<1>', '<2>']","['10', '5']",Shirley sold 10 boxes of trefoils. How many boxes are in each case if she needs to deliver 5 cases of boxes?
511,chal-512,Subtraction,Paul got a box of <1> crayons and <2> erasers for his birthday. At the end of the school year he only had <3> left while not having lost a single erasers. How many crayons had been lost or given away?,( <1> - <3> ),"['<1>', '<2>', '<3>']","['521', '66', '154']",Paul got a box of 521 crayons and 66 erasers for his birthday. At the end of the school year he only had 154 left while not having lost a single erasers. How many crayons had been lost or given away?
512,chal-513,Subtraction,David did <1> more push-ups than Zachary in gym class today. If David did <2> push-ups How many push-ups did Zachary and David do altogether?,( ( <2> + <2> ) - <1> ),"['<1>', '<2>']","['56', '38']",David did 56 more push-ups than Zachary in gym class today. If David did 38 push-ups how many push-ups did Zachary and David do altogether?
513,chal-514,Subtraction,Danny collects bottle caps and wrappers. He found <1> bottle caps and <2> wrappers at the park. Now he has <3> bottle caps and <4> wrappers in his collection. How many more wrappers than bottle caps does danny have now?,( <4> - <3> ),"['<1>', '<2>', '<3>', '<4>']","['10', '62', '27', '43']",Danny collects bottle caps and wrappers. He found 10 bottle caps and 62 wrappers at the park. Now he has 27 bottle caps and 43 wrappers in his collection. How many more wrappers than bottle caps does danny have now?
514,chal-515,Addition,Tiffany was collecting cans for recycling. On monday she had <1> bags of cans. She found <2> bags of cans on the next day and <3> bags of cans the day after that. How many bags did she find after monday?,( <2> + <3> ),"['<1>', '<2>', '<3>']","['8', '10', '4']",Tiffany was collecting cans for recycling. On monday she had 8 bags of cans. She found 10 bags of cans on the next day and 4 bags of cans the day after that. How many bags did she find after monday?
515,chal-516,Multiplication,Faye was placing her pencils into rows with <1> pencils in each row. She had <2> packs of pencils each one having <3> pencils. How many rows could she make?,( <2> * ( <3> / <1> ) ),"['<1>', '<2>', '<3>']","['16', '28', '24']",Faye was placing her pencils into rows with 16 pencils in each row. She had 28 packs of pencils each one having 24 pencils. How many rows could she make?
516,chal-517,Subtraction,<1> birds and <2> storks were sitting on the fence. <3> more storks came to join them. How many more storks than birds are sitting on the fence?,( ( <2> + <3> ) - <1> ),"['<1>', '<2>', '<3>']","['4', '3', '6']",4 birds and 3 storks were sitting on the fence. 6 more storks came to join them. How many more storks than birds are sitting on the fence?
517,chal-518,Subtraction,Jessie weighed <1> kilograms. After she started to go jogging everyday she lost <2> kilograms in the first week and <3> kilograms in the second week. How much does she weigh now?,( ( <1> - <2> ) - <3> ),"['<1>', '<2>', '<3>']","['114', '50', '60']",Jessie weighed 114 kilograms. After she started to go jogging everyday she lost 50 kilograms in the first week and 60 kilograms in the second week. How much does she weigh now?
518,chal-519,Common-Division,<1> packs of dvds can be bought with <2> dollars. How much does each pack cost?,( <2> / <1> ),"['<1>', '<2>']","['6', '120']",6 packs of dvds can be bought with 120 dollars. How much does each pack cost?
